PARTIDO;COMUNA;RANGO_EDAD;SEXO;CATEGORIA
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Laguna Blanca;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;San Gregorio;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Porvenir;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Timaukel;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;50-54;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;75-79;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;80 o +;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Porvenir;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Porvenir;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Timaukel;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;80 o +;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Torres Del Paine;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Primavera;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;75-79;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Primavera;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Laguna Blanca;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;65-69;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Primavera;80 o +;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Primavera;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Timaukel;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Porvenir;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;65-69;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;San Gregorio;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;40-44;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;80 o +;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;75-79;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;80 o +;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;55-59;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Rio Verde;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;60-64;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;San Gregorio;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;55-59;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;80 o +;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;35-39;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Primavera;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;70-74;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;45-49;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;50-54;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Natales;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;40-44;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;18 a 19;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;20-24;Masculino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;25-29;Femenino;Nuevo
REGIONALISTA INDEPENDIENTE;Punta Arenas;30-34;Femenino;Nuevo
